"","C10","C9","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"OTU_13596",0,0,"OTU_13596","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13597",0,0,"OTU_13597","Low","33653","Eukaryota","","","Bicosoecida","Cafeteriaceae","Cafeteria","Cafeteria roenbergensis"
"OTU_13598",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13599",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_136",0,10615,"OTU_136","High","34785","Eukaryota","Chordata","Actinopteri","Syngnathiformes","Callionymidae","Callionymus","Callionymus lyra"
"OTU_1360",0,0,"OTU_1360","High","6230","Eukaryota","Nemertea","Enopla","Monostilifera","Emplectonematidae","Emplectonema","Emplectonema gracile"
"OTU_13600",0,0,"OTU_13600","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13601",0,0,"OTU_13601","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13602",0,0,"OTU_13602","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13603",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13604",0,0,"OTU_13604","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13605",0,0,"OTU_13605","Low","529818","Eukaryota","","","","Apusomonadidae","Thecamonas","Thecamonas trahens"
"OTU_13606",0,0,"OTU_13606","Low","669041","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","Tenacibaculum dicentrarchi"
"OTU_13607",0,0,"OTU_13607","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13608",0,0,"OTU_13608","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13609",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13610",0,0,"OTU_13610","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13611",0,0,"OTU_13611","Low","1973054","Eukaryota","","","","Vannellidae","Vannella","Vannella sp."
"OTU_13612",0,0,"OTU_13612","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_13613",0,0,"OTU_13613","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13614",0,0,"OTU_13614","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13615",0,0,"OTU_13615","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13616",0,0,"OTU_13616","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13617",0,0,"OTU_13617","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13619",0,0,"OTU_13619","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13620",0,0,"OTU_13620","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13622",0,0,"OTU_13622","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13623",0,0,"OTU_13623","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13624",0,0,"OTU_13624","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13625",0,0,"OTU_13625","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13626",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13627",0,0,"OTU_13627","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13628",0,0,"OTU_13628","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1363",0,0,"OTU_1363","Low","65659","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba comandoni"
"OTU_13630",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13633",0,0,"OTU_13633","Low","27967","Eukaryota","","Phaeophyceae","Ectocarpales","Scytosiphonaceae","Scytosiphon","Scytosiphon lomentaria"
"OTU_13634",0,0,"OTU_13634","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13635",0,0,"OTU_13635","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13636",0,0,"OTU_13636","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13637",0,0,"OTU_13637","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13638",0,0,"OTU_13638","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13640",0,0,"OTU_13640","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13641",0,0,"OTU_13641","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_13642",0,3,"OTU_13642","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13643",0,0,"OTU_13643","Low","1702228","Eukaryota","","Oomycetes","","","Haptoglossa","Haptoglossa sp. DM2 4/12"
"OTU_13644",0,0,"OTU_13644","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13645",0,0,"OTU_13645","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13646",0,0,"OTU_13646","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13647",0,0,"OTU_13647","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13648",0,0,"OTU_13648","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_13649",0,0,"OTU_13649","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1365",0,0,"OTU_1365","Low","335918","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","Naviculaceae","Navicula","Navicula glaciei"
"OTU_13650",0,0,"OTU_13650","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13651",0,0,"OTU_13651","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13652",0,0,"OTU_13652","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13653",0,0,"OTU_13653","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13655",0,0,"OTU_13655","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13656",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13657",0,0,"OTU_13657","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13658",0,0,"OTU_13658","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13659",0,0,"OTU_13659","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1366",0,0,"OTU_1366","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13662",0,0,"OTU_13662","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13663",0,0,"OTU_13663","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13664",0,0,"OTU_13664","Low","996801","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","Polaribacter reichenbachii"
"OTU_13665",0,0,"OTU_13665","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13666",0,0,"OTU_13666","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13667",0,0,"OTU_13667","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13668",0,0,"OTU_13668","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13669",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1367",0,0,"OTU_1367","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13670",0,0,"OTU_13670","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13672",0,0,"OTU_13672","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13674",0,0,"OTU_13674","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13675",0,0,"OTU_13675","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13677",0,0,"OTU_13677","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13678",0,0,"OTU_13678","Low","2125992","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium acanthophoron"
"OTU_13679",0,0,"OTU_13679","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13680",0,0,"OTU_13680","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13681",0,0,"OTU_13681","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13682",0,0,"OTU_13682","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13683",0,0,"OTU_13683","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13684",0,0,"OTU_13684","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13685",0,0,"OTU_13685","Low","105152","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium nodosum"
"OTU_13687",0,0,"OTU_13687","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13688",0,0,"OTU_13688","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13689",0,0,"OTU_13689","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1369",0,0,"OTU_1369","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13690",0,0,"OTU_13690","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13691",0,0,"OTU_13691","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13692",0,0,"OTU_13692","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13693",0,0,"OTU_13693","Low","83372","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira nordenskioeldii"
"OTU_13695",0,0,"OTU_13695","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13696",0,6,"OTU_13696","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13697",0,0,"OTU_13697","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13698",0,0,"OTU_13698","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13699",0,0,"OTU_13699","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_137",0,0,"OTU_137","Low","1977864","Bacteria","Proteobacteria","Alphaproteobacteria","Pelagibacterales","Pelagibacteraceae","Candidatus Pelagibacter","Candidatus Pelagibacter sp. RS39"
"OTU_1370",0,0,"OTU_1370","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13700",0,0,"OTU_13700","Low","1727050","Eukaryota","Arthropoda","Insecta","Diptera","Agromyzidae","Ophiomyia","Ophiomyia sp. BOLD:ABZ1036"
"OTU_13701",0,0,"OTU_13701","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13702",0,0,"OTU_13702","Low","983544","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix","Lacinutrix sp. 5H-3-7-4"
"OTU_13704",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13705",0,0,"OTU_13705","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13706",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13707",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13708",0,0,"OTU_13708","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13709",0,0,"OTU_13709","Low","1654810","Eukaryota","","","","Paramoebidae","Cunea","Cunea thuwala"
"OTU_1371",0,502,"OTU_1371","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13710",0,0,"OTU_13710","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13711",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13712",0,0,"OTU_13712","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13714",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13715",0,9,"OTU_13715","Low","431664","Eukaryota","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","Stigmella anomalella"
"OTU_13716",0,0,"OTU_13716","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13717",0,0,"OTU_13717","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13718",0,0,"OTU_13718","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13719",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1372",0,0,"OTU_1372","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13721",0,0,"OTU_13721","Low","1051616","Eukaryota","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium nonalfalfae"
"OTU_13722",0,0,"OTU_13722","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13723",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13724",0,0,"OTU_13724","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13725",0,0,"OTU_13725","Low","542766","Eukaryota","Basidiomycota","Exobasidiomycetes","Microstromatales","","Jaminaea","Jaminaea angkorensis"
"OTU_13726",0,0,"OTU_13726","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13727",0,0,"OTU_13727","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13728",0,0,"OTU_13728","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1373",0,515,"OTU_1373","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13730",0,0,"OTU_13730","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13731",0,0,"OTU_13731","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13732",0,0,"OTU_13732","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13735",0,0,"OTU_13735","Low","601994","Eukaryota","","Oomycetes","Saprolegniales","Saprolegniaceae","Aphanomyces","Aphanomyces iridis"
"OTU_13736",0,0,"OTU_13736","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13738",0,0,"OTU_13738","Low","289607","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium helicandrum"
"OTU_13739",0,7,"OTU_13739","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1374",0,0,"OTU_1374","Low","2003113","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella","Pedospumella sp."
"OTU_13740",0,0,"OTU_13740","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13741",0,0,"OTU_13741","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13742",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13743",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13745",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13746",0,0,"OTU_13746","High-MH","None","Eukaryota","Arthropoda","Malacostraca","Decapoda",NA,NA,NA
"OTU_13747",0,0,"OTU_13747","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13748",0,0,"OTU_13748","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13749",0,0,"OTU_13749","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1375",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13750",0,0,"OTU_13750","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13751",0,0,"OTU_13751","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13753",0,0,"OTU_13753","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13754",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13755",0,0,"OTU_13755","High","71494","Eukaryota","Mollusca","Gastropoda","","Placobranchidae","Elysia","Elysia viridis"
"OTU_13756",0,0,"OTU_13756","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13757",0,0,"OTU_13757","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13758",0,0,"OTU_13758","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13759",0,0,"OTU_13759","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1376",0,0,"OTU_1376","Low","264068","Eukaryota","Cnidaria","Hydrozoa","Anthoathecata","Pennariidae","Pennaria","Pennaria disticha"
"OTU_13760",0,0,"OTU_13760","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13761",0,0,"OTU_13761","High","338913","Eukaryota","Rotifera","Monogononta","Ploima","Epiphanidae","Epiphanes","Epiphanes senta"
"OTU_13762",0,0,"OTU_13762","Low","1789827","Eukaryota","","","","Vexilliferidae","Vexillifera","Vexillifera expectata"
"OTU_13764",0,0,"OTU_13764","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13766",0,0,"OTU_13766","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13767",0,0,"OTU_13767","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13768",0,0,"OTU_13768","High","239255","Eukaryota","Arthropoda","Insecta","Psocoptera","Stenopsocidae","Graphopsocus","Graphopsocus cruciatus"
"OTU_13770",0,0,"OTU_13770","High","147581","Eukaryota","Mollusca","Gastropoda","Stylommatophora","Agriolimacidae","Deroceras","Deroceras laeve"
"OTU_13771",0,0,"OTU_13771","Low","2065310","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora sp. 'guadalupesoil'"
"OTU_13772",0,0,"OTU_13772","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13773",0,0,"OTU_13773","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13774",0,0,"OTU_13774","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13775",0,0,"OTU_13775","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13776",0,0,"OTU_13776","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13777",0,0,"OTU_13777","Low","2065310","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora sp. 'guadalupesoil'"
"OTU_13778",0,0,"OTU_13778","Low","1760689","Eukaryota","Arthropoda","Arachnida","Mesostigmata","","","Mesostigmata sp. BOLD:ACL7934"
"OTU_1378",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13780",0,0,"OTU_13780","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13781",0,0,"OTU_13781","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13782",0,0,"OTU_13782","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13783",0,0,"OTU_13783","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_13784",0,0,"OTU_13784","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13785",0,0,"OTU_13785","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13786",0,0,"OTU_13786","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13788",0,0,"OTU_13788","Low","1841648","Eukaryota","","Chrysophyceae","Chromulinales","Chromulinaceae","Pedospumella","Pedospumella sinomuralis"
"OTU_13789",0,0,"OTU_13789","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1379",0,0,"OTU_1379","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13791",0,0,"OTU_13791","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13792",0,0,"OTU_13792","Low","1262161","Eukaryota","Rhodophyta","Bangiophyceae","Bangiales","Bangiaceae","Pyropia","Pyropia haitanensis"
"OTU_13793",0,0,"OTU_13793","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13794",0,0,"OTU_13794","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13796",0,0,"OTU_13796","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13797",0,0,"OTU_13797","Low","749586","Eukaryota","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","Ascochyta","Ascochyta pisi"
"OTU_13798",0,0,"OTU_13798","Low","2572793","Eukaryota","Porifera","Demospongiae","","","","Demospongiae sp. DGM-2019"
"OTU_13799",0,0,"OTU_13799","High","2493998","Eukaryota","Mollusca","Gastropoda","","Pachychilidae","Sulcospira","Sulcospira paludiformis"
"OTU_138",0,20,"OTU_138","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1380",0,0,"OTU_1380","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13801",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13802",0,0,"OTU_13802","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13803",0,0,"OTU_13803","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13804",0,0,"OTU_13804","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13805",0,0,"OTU_13805","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13806",0,0,"OTU_13806","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13807",0,0,"OTU_13807","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13808",0,0,"OTU_13808","Low","1076758","Eukaryota","","","Himatismenida","","Parvamoeba","Parvamoeba rugata"
"OTU_13809",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_1381",0,0,"OTU_1381","High","429038","Eukaryota","Arthropoda","Malacostraca","Amphipoda","Ischyroceridae","Jassa","Jassa slatteryi"
"OTU_13810",0,0,"OTU_13810","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13811",0,0,"OTU_13811","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13812",0,0,"OTU_13812","Low","1470271","Eukaryota","Bacillariophyta","Fragilariophyceae","Fragilariales","Fragilariaceae","Asterionellopsis","Asterionellopsis guyunusae"
"OTU_13813",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13814",0,0,"OTU_13814","Low","2362442","Eukaryota","Arthropoda","Insecta","Diptera","Mycetophilidae","Mycetophila","Mycetophila sp. BIOUG25295-B04"
"OTU_13817",0,0,"OTU_13817","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13818",0,0,"OTU_13818","Low","946377","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Pythium","Pythium sp. CAL-2011c"
"OTU_13819",0,0,"OTU_13819","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1382",0,0,"OTU_1382","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13821",0,0,"OTU_13821","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13822",0,0,"OTU_13822","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13823",0,0,"OTU_13823","Low","65659","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba comandoni"
"OTU_13824",0,0,"OTU_13824","Low","1114231","Eukaryota","Porifera","Demospongiae","Poecilosclerida","Microcionidae","Clathria","Clathria rugosa"
"OTU_13826",0,0,"OTU_13826","High-MH","None","Eukaryota","Arthropoda","Collembola","Entomobryomorpha","Entomobryidae",NA,NA
"OTU_13827",0,0,"OTU_13827","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13828",0,0,"OTU_13828","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13829",0,0,"OTU_13829","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1383",0,0,"OTU_1383","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13830",0,0,"OTU_13830","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13831",0,0,"OTU_13831","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13832",0,0,"OTU_13832","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13834",0,0,"OTU_13834","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13835",0,4,"OTU_13835","Low","1892891","Eukaryota","","","","","","Amoebozoa sp."
"OTU_13836",0,0,"OTU_13836","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13837",0,0,"OTU_13837","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13838",0,0,"OTU_13838","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13839",0,0,"OTU_13839","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1384",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTU_13840",0,0,"OTU_13840","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13842",0,0,"OTU_13842","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13843",0,0,"OTU_13843","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13844",0,0,"OTU_13844","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13845",0,0,"OTU_13845","Low","2592988","Eukaryota","Arthropoda","Hexanauplia","Harpacticoida","Ectinosomatidae","","Ectinosomatidae sp. SR-2019"
"OTU_13847",0,0,"OTU_13847","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13848",0,0,"OTU_13848","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13849",0,0,"OTU_13849","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_1385",0,501,"OTU_1385","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13850",0,0,"OTU_13850","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13851",0,0,"OTU_13851","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13852",0,0,"OTU_13852","Low","2047823","Eukaryota","","","","Vannellidae","Ripella","Ripella tribonemae"
"OTU_13853",0,0,"OTU_13853","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13854",0,0,"OTU_13854","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13855",0,0,"OTU_13855","Low","2052683","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium ultimum"
"OTU_13856",0,0,"OTU_13856","Low","290615","Eukaryota","Ascomycota","Leotiomycetes","","","Leohumicola","Leohumicola verrucosa"
"OTU_13857",0,0,"OTU_13857","Low","2201168","Eukaryota","","","","Vannellidae","Clydonella","Clydonella sawyeri"
"OTU_13858",0,0,"OTU_13858","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13859",0,0,"OTU_13859","Low","1051616","Eukaryota","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Verticillium","Verticillium nonalfalfae"
"OTU_1386",0,0,"OTU_1386","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13860",0,0,"OTU_13860","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13861",0,0,"OTU_13861","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13862",0,0,"OTU_13862","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13863",0,0,"OTU_13863","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13864",0,0,"OTU_13864","Low","65659","Eukaryota","","","Longamoebia","Acanthamoebidae","Acanthamoeba","Acanthamoeba comandoni"
"OTU_13865",0,0,"OTU_13865","Low","2125992","Eukaryota","","Oomycetes","Pythiales","Pythiaceae","Globisporangium","Globisporangium acanthophoron"
"OTU_13866",0,0,"OTU_13866","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13867",0,0,"OTU_13867","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13868",0,0,"OTU_13868","Low","708009","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Phytophthora","Phytophthora sp. 'lagoariana'"
"OTU_13869",0,0,"OTU_13869","Low","2025989","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Nothophytophthora","Nothophytophthora caduca"
"OTU_1387",0,0,"OTU_1387","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13870",0,0,"OTU_13870","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13871",0,0,"OTU_13871","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13873",0,0,"OTU_13873","Low","162113","Eukaryota","","Oomycetes","Peronosporales","Peronosporaceae","Peronospora","Peronospora conglomerata"
"OTU_13874",0,0,"OTU_13874","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13875",0,0,"OTU_13875","None","None",NA,NA,NA,NA,NA,NA,NA
"OTU_13876",0,0,"OTU_13876","None","None",NA,NA,NA,NA,NA,NA,NA
